APN,PROJECT NUMBER,NAME,DEVELOPMENT STAGE,CONSTRUCTION TYPE,SITE ADDRESS,SITE  COUNCIL DISTRICT,SITE #,SITE COMMUNITY,SITE UNITS,PROJECT TOTAL UNITS,HOUSING TYPE,SUPPORTIVE HOUSING,SH UNITS PER SITE,DATE FUNDED,LAHD FUNDED,LEVERAGE,TAX EXEMPT CONDUIT BOND,TDC,IN-SERVICE DATE,DEVELOPER,MANAGEMENT COMPANY,CONTACT PHONE,PHOTO,JOBS,PROJECT SUMMARY URL,CONTRACT NUMBERS,DATE STAMP,SITE LONGITUDE,SITE LATITUDE,GPS_COORDS ON MAP
5142014043,16-123081,CRESCENT VILLAGES (RECAP),Development,ACQUISITION + REHAB,"1721 W 8TH ST  Los Angeles, CA 90017",1,1,WESTLAKE,112,144,FAMILY,No,0,12/01/2016,"535,608","15,855,122","10,144,000","26,534,730",Development,"Valued Housing II, LLC",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=16-123081&LutSiteCD=1),C-86439,7/5/2023,-118.27418,34.05339,POINT (-118.27418 34.05339)
6020009032,17-124265,THE POINTE ON VERMONT,In-Service,NEW CONSTRUCTION,"7600 S VERMONT AVE  LOS ANGELES, CA 90044",8,1,VERMONT KNOLLS,50,50,SPECIAL NEEDS,Yes,25,06/27/2019,"12,100,000","12,729,321",0,"24,829,321",2021,EAH INC,EAH HOUSING,(951) 966-1351,click here (http://hcidapp.lacity.org/mpphotos/17-124265/Photo/Website/The%20pointe%205-1-17.JPG),215,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=17-124265&LutSiteCD=1),"C-133377,C-133378",7/5/2023,-118.2913,33.97054,POINT (-118.2913 33.97054)
5501001800,19-125944,ROUSSEAU RESIDENCES,Development,NEW CONSTRUCTION,"316 N JUANITA AVE  Los Angeles, CA 90004",13,1,SILVERLAKE,52,52,SPECIAL NEEDS,Yes,51,02/10/2022,"4,058,000","23,446,200",0,"27,504,200",Development,Flexible PSH Solutions,JOHN STEWART,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),368,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-125944&LutSiteCD=1),C-139885,7/5/2023,-118.28967,34.07762,POINT (-118.28967 34.07762)
5532020029,17-124372,MCCADDEN PLAZA YOUTH HOUSING,In-Service,NEW CONSTRUCTION,"1119 N MCCADDEN PL  LOS ANGELES, CA 90038",4,1,MELROSE,26,26,SPECIAL NEEDS,Yes,25,09/24/2018,"5,968,298","7,518,254",0,"13,486,552",2021,"Thomas Safran & Associates Development, Inc.","THOMAS SAFRAN & ASSOCIATES, INC.",(310) 820-4888,click here (http://hcidapp.lacity.org/mpphotos/17-124372/Photo/Website/AMRC%2010-24-16%20(cannot%20be%20uploaded%20bc%20not%20in%20hims%20yet).JPG),91,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=17-124372&LutSiteCD=1),"C-131922,C-131923",7/5/2023,-118.33766,34.09138,POINT (-118.33766 34.09138)
5153023017,07-117237,QUEEN APARTMENTS (SITE 3),In-Service,REHAB,"445 S LUCAS AVE  Los Angeles, CA 90017",1,3,WESTLAKE,16,96,FAMILY,Yes,0,04/27/2007,0,"10,271,751","7,300,000","17,571,751",2008,N/A,THE JOHN STEWART COMPANY,(213) 833-1860,click here (http://hcidapp.lacity.org/mpphotos/07-117237/Photo/Website%20Site3/Queens%20(site3)%20445%20Lucas.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=07-117237&LutSiteCD=3),,7/5/2023,-118.26297,34.05632,POINT (-118.26297 34.05632)
5074031027,30159,INGRAM PRESERVATION (SITE 2),In-Service,REHAB,"1935 S LA SALLE AVE 1-33  Los Angeles, CA 90018",10,2,WEST ADAMS,33,140,LARGE FAMILY / WAIVER REQUIRED,No,0,06/17/2004,"4,900,000","6,637,761","2,790,000","14,327,761",2005,"W.O.R.K.S.,","SOLARI ENTERPRISES, INC.",(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/030159/Photo/Website%20Site2/IngramPres_LaSalle.png),21,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=030159&LutSiteCD=2),C-106779,7/5/2023,-118.30264,34.03909,POINT (-118.30264 34.03909)
5060029026,30159,INGRAM PRESERVATION (SITE 4),In-Service,REHAB,"2120 S 2ND AVE  Los Angeles, CA 90018",10,4,WEST ADAMS,22,140,LARGE FAMILY / WAIVER REQUIRED,No,0,06/17/2004,"4,900,000","6,637,761","2,790,000","14,327,761",2005,"W.O.R.K.S.,","SOLARI ENTERPRISES, INC.",(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/030159/Photo/Website%20Site4/2nd%20Ave%202.png),21,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=030159&LutSiteCD=4),C-106779,7/5/2023,-118.3187,34.03733,POINT (-118.3187 34.03733)
5159005023,60066,"MEDITERRANEAN, THE / AKA THE MINDANAO",In-Service,NEW CONSTRUCTION,"1812 W TEMPLE ST  Los Angeles, CA 90026",13,1,HISTORIC FILIPINOTOWN,26,26,LARGE FAMILY / WAIVER REQUIRED,No,0,02/12/2007,"2,559,552","10,813,200",0,"13,372,752",2010,"SADI, LLC",FPI MANAGEMENT INC.,(714) 641-5110,"click here (http://hcidapp.lacity.org/mpphotos/060066/Photo/Website/CD_1_-_Mediterranean,_The__-_060066.png)",56,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=060066&LutSiteCD=1),C-111298,7/5/2023,-118.2651,34.06909,POINT (-118.2651 34.06909)
5183023004,10-118599,LINDA VISTA NURSES BUILDING,In-Service,ACQUISITION + REHAB,630 S ST LOUIS ST CA 90023,14,1,BOYLE HEIGHTS,23,23,SENIORS,No,0,05/21/2012,"4,214,325","3,959,132","759,870","8,933,327",2013,AMCAL Linda Vista Fund L.P.,"WESTERN SENIORS HOUSING, INC.",(949) 748-8204,click here (http://hcidapp.lacity.org/mpphotos/10-118599/Photo/Website/10-118599.JPG),218,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=10-118599&LutSiteCD=1),C-123417,7/5/2023,-118.21796,34.03789,POINT (-118.21796 34.03789)
5137007027,40001,JAMES WOOD APARTMENTS,In-Service,NEW CONSTRUCTION,"1328 W JAMES M. WOOD BLVD 1-18  Los Angeles, CA 90015",1,1,PICO-UNION,61,61,FAMILY,No,0,10/18/2007,"3,233,454","14,858,587","2,100,000","20,192,041",2008,"DECRO CORPORATION,",DE LOS ANGELES LLC,N/A,click here (http://hcidapp.lacity.org/mpphotos/040001/Photo/Website/James%20Woods%20(1).jpg),61,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=040001&LutSiteCD=1),C-107940,7/5/2023,-118.27,34.04917,POINT (-118.27 34.04917)
5492034006,07-117233,HDR I & II (SITE 8),In-Service,REHAB,"111 S AVENUE 63  Los Angeles, CA 90042",14,8,HIGHLAND PARK,18,125,FAMILY,No,0,07/01/2007,0,"8,116,043","6,787,000","14,903,043",2008,"Spruce DEV LA, LLC",PK MANAGEMENT,(216) 472-1870,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=07-117233&LutSiteCD=8),,7/5/2023,-118.18299,34.11442,POINT (-118.18299 34.11442)
6058007004,11-118571,LA PRO II,In-Service,N/A,"10311 S WESTERN AVE  Los Angeles, CA 90047",8,1,GRAMERCY PLACE,123,123,N/A,No,0,03/21/2012,"2,000,000","31,674,331",0,"33,674,331",2013,LA Pro II Preservation Limited Partnership,PRESERVATION PARTNERS MANAGEMENT GROUP,(310) 802-6671,click here (http://hcidapp.lacity.org/mpphotos/11-118571/Photo/Website/LA%20PRO%20II%2010311_S._Western.JPG),208,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-118571&LutSiteCD=1),C-120242,7/5/2023,-118.30933,33.94237,POINT (-118.30933 33.94237)
6075020013,05-117193,LEEWARD APTS. (SITE 2),In-Service,REHAB,"10915 S FIGUEROA ST  Los Angeles, CA 90061",8,2,FIGUEROA PARK SQUARE,0,257,FAMILY,No,0,05/02/2005,0,"7,103,994","10,208,936","17,312,930",2006,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117193&LutSiteCD=2),,7/5/2023,-118.2828,33.93688,POINT (-118.2828 33.93688)
5080031055,70037,THE ARDMORE,In-Service,NEW CONSTRUCTION,"959 S ARDMORE AVE  Los Angeles, CA 90006",10,1,KOREATOWN,48,48,FAMILY,No,0,10/19/2007,"3,673,280","17,331,397",0,"21,004,677",2010,"AMERICAN COMMUNITIES, LLC",THE JOHN STEWART COMPANY,(213) 787-2700,"click here (http://hcidapp.lacity.org/mpphotos/070037/Photo/Website/CD%2010%20-%20Ardmore,%20The.png)",171,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070037&LutSiteCD=1),C-112507,7/5/2023,-118.30225,34.05378,POINT (-118.30225 34.05378)
6111025905,12-118781,SAGE PARK,In-Service,NEW CONSTRUCTION,"1310 W 177TH ST  Gardena, CA 90248",15,1,HARBOR GATEWAY,90,90,FAMILY,No,0,04/03/2013,"3,473,070","24,597,678",0,"28,070,748",2014,BRIDGE Housing Corporation - SoCal,BRIDGE PROPERTY MANAGEMENT CO.,(424) 419-5101,click here (http://hcidapp.lacity.org/mpphotos/12-118781/Photo/Website/150_2481.png),279,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118781&LutSiteCD=1),C-121988,7/5/2023,-118.29781,33.87019,POINT (-118.29781 33.87019)
5492023001,20284,PISGAH VILLAGE,In-Service,REHAB,"6000 E ECHO ST  Los Angeles, CA 90042",14,1,HIGHLAND PARK,47,47,SENIORS,No,0,11/09/2004,"3,100,000","6,275,599",0,"9,375,599",2009,"W.O.R.K.S.,",SOLARI ENTERPRISES INC.,(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/020284/Photo/Website/CD%201%20-%20Pisgah%20Village.jpg),30,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020284&LutSiteCD=1),C-107615,7/5/2023,-118.18824,34.11038,POINT (-118.18824 34.11038)
6074024900,18-124726,ISLA DE LOS ANGELES,Development,NEW CONSTRUCTION,"283 W IMPERIAL HWY  Los Angeles, CA 90061",8,1,CENTURY PALMS/COVE,54,54,SPECIAL NEEDS,Yes,53,03/26/2020,"14,490,000","15,637,111","4,700,000","34,827,111",Development,Clifford Beers Housing,THE JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/18-124726/Photo/Website/Isla.JPG),536,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124726&LutSiteCD=1),C-135324,7/5/2023,-118.27894,33.93116,POINT (-118.27894 33.93116)
5154031033,60068,VILLAS DEL LAGO,In-Service,NEW CONSTRUCTION,"456 S LAKE ST  Los Angeles, CA 90057",1,1,WESTLAKE,74,74,FAMILY,No,0,02/14/2007,"5,282,280","20,093,729",0,"25,376,009",2008,"W.O.R.K.S.,",FPI MANAGEMENT,(714) 641-5110,click here (http://hcidapp.lacity.org/mpphotos/060068/Photo/Website/CD%201%20-%20Villas%20Del%20Lago.jpg),152,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=060068&LutSiteCD=1),C-111302,7/5/2023,-118.27495,34.06145,POINT (-118.27495 34.06145)
5164009012,15-121799,SKID ROW SOUTHEAST 1 RECAP (SITE 2),In-Service,ACQUISITION + REHAB,"1205 E 6TH ST  Los Angeles, CA 90021",14,2,WHOLESALE DISTRICT,60,108,SPECIAL NEEDS,Yes,53,12/03/2015,0,"13,103,064",0,"13,103,064",2018,SRHT Property Holding Company LLC,SKID ROW PROPERTY MANAGEMENT COMPANY,(213) 683-0522 x127,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-121799&LutSiteCD=2),"C-118682,C-126697,C-126698",7/5/2023,-118.23797,34.03828,POINT (-118.23797 34.03828)
5153028006,21-128644,THIRD THYME,Development,NEW CONSTRUCTION,1435 W 3RD ST CA 90017,1,1,TEMPLE-BEAUDRY,104,104,SENIORS,Yes,52,05/04/2023,"11,044,825",0,0,"11,044,825",Development,West Hollywood Community Housing Corporation,BARKER MANAGEMENT INCOPORATED.,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=21-128644&LutSiteCD=1),C-143208,7/5/2023,-118.26264,34.05888,POINT (-118.26264 34.05888)
5538017028,07-117233,HDR I & II (SITE 6),In-Service,REHAB,"811 N HELIOTROPE DR  Los Angeles, CA 90029",13,6,EAST HOLLYWOOD,15,125,FAMILY,No,0,07/01/2007,0,"8,116,043","6,787,000","14,903,043",2008,"Spruce DEV LA, LLC",PK MANAGEMENT,(216) 472-1870,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=07-117233&LutSiteCD=6),,7/5/2023,-118.29512,34.08628,POINT (-118.29512 34.08628)
5114026039,70032,RITTENHOUSE SQUARE,In-Service,NEW CONSTRUCTION,"3310 S CENTRAL AVE  Los Angeles, CA 90011",9,1,CENTRAL,100,100,SENIORS,No,0,02/19/2008,"5,683,872","22,735,937",0,"28,419,809",2009,"THOMAS SAFRAN & ASSOCIATES,",THOMAS SAFRAN & ASSOCIATES,(310) 820-4888,click here (http://hcidapp.lacity.org/mpphotos/070032/Photo/Website/CD%209%20-%20Rittenhouse%20Square.jpg),245,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070032&LutSiteCD=1),C-113128,7/5/2023,-118.25621,34.0134,POINT (-118.25621 34.0134)
6046019903,16-123328,JORDAN DOWNS PHASE 1B,In-Service,NEW CONSTRUCTION,"2020 E 97TH ST  LOS ANGELES, CA 90002",15,1,WATTS,135,135,FAMILY,No,0,06/14/2018,0,"37,109,157","32,650,000","69,759,157",2020,"The Michaels Development Company I, L.P.",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),775,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=16-123328&LutSiteCD=1),,7/5/2023,-118.23426,33.94808,POINT (-118.23426 33.94808)
5124031013,70172,TWO WORLD APARTMENTS,In-Service,REHAB,"809 W 23RD ST  Los Angeles, CA 90007",1,1,UNIVERSITY PARK,96,96,SENIORS,No,0,02/11/2008,"3,225,000","17,094,146",0,"20,319,146",2008,"TWO WORLDS PRESERVATION LIMITED PARTNERSHIP,",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/070172/Photo/Website/Two%20Worlds%20809%20W.%2023rd%20St.%20-%20070172.png),99,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070172&LutSiteCD=1),C-113107,7/5/2023,-118.27779,34.03256,POINT (-118.27779 34.03256)
5124024009,15-122656,ST. JAMES PARK,In-Service,ACQUISITION + REHAB,"839 W ADAMS BLVD 1-18  Los Angeles, CA 90007",1,1,UNIVERSITY PARK,18,104,FAMILY,No,0,05/16/2016,0,"27,481,703","9,879,228","37,360,931",2018,Retirement Housing Foundation,"FOUNDATION PROPERTY MANAGEMENT, INC.",(213) 746-9548,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122656&LutSiteCD=1),,7/5/2023,-118.28059,34.03043,POINT (-118.28059 34.03043)
5155003005,20289,LA 78 PRESERVATION PROJECT (SITE 3),In-Service,N/A,"135 S RENO ST  Los Angeles, CA 90057",13,3,TEMPLE-BEAUDRY,10,78,N/A,No,0,12/23/2002,0,0,0,0,2004,N/A,"LEONARDO MANAGEMENT, INC.",(602) 350-2931,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020289&LutSiteCD=3),,7/5/2023,-118.282,34.07052,POINT (-118.282 34.07052)
5153015003,04-117264,WITMER MANOR PRESERVATION APTS.,In-Service,REHAB,"201 S WITMER ST  Los Angeles, CA 90026",1,1,TEMPLE-BEAUDRY,238,238,FAMILY,No,0,07/28/2004,0,"6,846,132","8,834,003","15,680,135",2006,"HAMPSTEAD PARTNERS, INC.",ALPHA PROPERTY MANAGEMENT INC.,(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/04-117264/Photo/Website/witmer2.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=04-117264&LutSiteCD=1),,7/5/2023,-118.26174,34.06082,POINT (-118.26174 34.06082)
5433023040,11-118594,SILVERLAKE APARTMENTS,In-Service,REHAB,"3740 W EVANS ST  Los Angeles, CA 90027",4,1,SILVERLAKE,88,88,FAMILY,No,0,10/02/2013,0,"16,093,022","9,300,000","25,393,022",2014,"Silverlake VOA Affordable Housing, L.P.","SILVERLAKE VOA AFFORDABLE HOUSING, L.P.",(804) 739-4812,click here (http://hcidapp.lacity.org/mpphotos/11-118594/Photo/Website/Silverlake.png),84,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-118594&LutSiteCD=1),,7/5/2023,-118.2743,34.10661,POINT (-118.2743 34.10661)
2322020066,11-118721,HAMLIN ESTATES,In-Service,ACQUISITION + REHAB,"11735 W HAMLIN ST  North Hollywood, CA 91606",2,1,NORTH HOLLYWOOD,30,30,FAMILY,No,0,03/06/2013,0,"2,936,450","3,211,916","6,148,366",2014,"The Hampstead Group, Inc",FAIRSTEAD AFFORDABLE,(212) 798-4080,click here (http://hcidapp.lacity.org/mpphotos/11-118721/Photo/Website/Hamlin150_1749.JPG),27,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-118721&LutSiteCD=1),,7/5/2023,-118.3893,34.18884,POINT (-118.3893 34.18884)
5075006018,40067,ROYALS APARTMENTS (SITE 3),In-Service,REHAB,"1327 S CATALINA ST  Los Angeles, CA 90006",1,3,HARVARD HEIGHTS,16,115,FAMILY,No,0,05/06/2005,"1,100,000","13,039,479",0,"14,139,479",2006,"Preservation Partners Management Group, Inc.",PRESERVATION PARTNERS MANAGEMENT GROUP,(310) 802-6673,click here (http://hcidapp.lacity.org/mpphotos/040067/Photo/Website%20Site3/royalscatalina1327catalina315072of6(PNG).png),49,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=040067&LutSiteCD=3),C-108105,7/5/2023,-118.29489,34.04642,POINT (-118.29489 34.04642)
5036012028,06-117222,WINDWARD APTS (A/B) (SITE 7),In-Service,REHAB,"3881 S DENKER AVE  Los Angeles, CA 90062",8,7,EXPOSITION PARK,16,232,FAMILY,No,0,04/01/2006,0,"7,438,473","4,641,342","12,079,815",2007,1755 EFM 2,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117222&LutSiteCD=7),,7/5/2023,-118.30466,34.01493,POINT (-118.30466 34.01493)
5036023014,11-118571,LA PRO II (SITE 3),In-Service,N/A,"3909 S DENKER AVE  Los Angeles, CA 90062",8,3,EXPOSITION PARK,0,123,N/A,No,0,03/21/2012,"2,000,000","31,674,331",0,"33,674,331",2013,LA Pro II Preservation Limited Partnership,PRESERVATION PARTNERS MANAGEMENT GROUP,(310) 802-6671,click here (http://hcidapp.lacity.org/mpphotos/11-118571/Photo/Website%20Site3/la%20pro%20ii%2011-118571c.JPG),208,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-118571&LutSiteCD=3),C-120242,7/5/2023,-118.30466,34.01413,POINT (-118.30466 34.01413)
4365008904,18-124751,BUILDING 208,In-Service,ACQUISITION + REHAB,"11301 WILSHIRE BLVD  #208  LOS ANGELES, CA 90073",11,1,NULL,54,54,SPECIAL NEEDS,Yes,53,06/09/2020,"11,660,000","21,534,859","5,250,000","38,444,859",2023,"Veterans Housing Partnership, LLC","STEP UP ON SECOND, INC.",(310) 576-1308,click here (http://hcidapp.lacity.org/mpphotos/18-124751/Photo/Website/Building%20208.JPG),256,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124751&LutSiteCD=1),C-135752,7/5/2023,-118.454051,34.054871,POINT (-118.454051 34.054871)
5544019002,80004,HOLLYWOOD BUNGALOW COURTS (SITE 3),In-Service,ACQUISITION + REHAB,"1544 N SERRANO AVE  LOS ANGELES, CA 90027",13,3,THAI TOWN,8,42,FAMILY,Yes,5,11/20/2008,"4,390,000","17,823,840",0,"22,213,840",2010,"HOLLYWOOD COMMUNITY HOUSING CORP.,",BARKER MANAGEMENT INCORPORATED,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/080004/Photo/Website%20Site3/Cd%2013%20-%20Hollywood%20Bungalows%20-%201544%20Serrano.png),104,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=080004&LutSiteCD=3),C-114816,7/5/2023,-118.30697,34.09958,POINT (-118.30697 34.09958)
2135038011,20-126937,PALM VISTA APARTMENTS,Development,DEMO/NEW CONSTRUCTION,"20116 W SHERMAN WAY  Winnetka, CA 91306",3,1,WINNETKA,91,91,SPECIAL NEEDS,Yes,44,07/07/2021,"1,300,000","27,000,000",0,"28,300,000",Development,"GTM Palm Vista AGP, L.L.C.",BARKER PROPERTY MANAGEMENT,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=20-126937&LutSiteCD=1),C-138503,7/5/2023,-118.57205,34.20086,POINT (-118.57205 34.20086)
2537001032,10-117638,OSBORNE PLACE APARTMENTS,In-Service,NEW CONSTRUCTION,"12230-12232 W Osborne PL  Los Angeles, CA 91331",7,1,PACOIMA,64,64,SPECIAL NEEDS,Yes,62,03/14/2011,"816,074","27,660,460",0,"28,476,534",2012,"A COMMUNITY OF FRIENDS,",EAH HOUSING,N/A,click here (http://hcidapp.lacity.org/mpphotos/10-117638/Photo/Website/10-117638%20.JPG),266,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=10-117638&LutSiteCD=1),C-118598,7/5/2023,-118.39991,34.26094,POINT (-118.39991 34.26094)
5124031012,20291,ALEGRIA APARTMENTS,In-Service,REHAB,"801 W 23RD ST  Los Angeles, CA 90007",1,1,UNIVERSITY PARK,15,15,FAMILY,No,0,10/30/2003,"602,162","3,087,124",0,"3,689,286",2004,"ESPERANZA COMMUNITY HOUSING,",ABODE COMMUNITIES,(213) 225-2772,click here (http://hcidapp.lacity.org/mpphotos/020291/Photo/Website/CD%201%20-%20Alegria%20-%20020291.jpg),15,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020291&LutSiteCD=1),C-105818,7/5/2023,-118.27764,34.03251,POINT (-118.27764 34.03251)
5143013034,16-123081,CRESCENT VILLAGES (RECAP) (SITE 2),Development,ACQUISITION + REHAB,"1315 W 7TH ST  Los Angeles, CA 90017",1,2,WESTLAKE,32,144,FAMILY,No,0,12/01/2016,"535,608","15,855,122","10,144,000","26,534,730",Development,"Valued Housing II, LLC",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=16-123081&LutSiteCD=2),C-86439,7/5/2023,-118.26809,34.05269,POINT (-118.26809 34.05269)
5036023007,05-117193,LEEWARD APTS. (SITE 9),In-Service,REHAB,"3918 S LA SALLE AVE  Los Angeles, CA 90062",8,9,EXPOSITION PARK,0,257,FAMILY,No,0,05/02/2005,0,"7,103,994","10,208,936","17,312,930",2006,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117193&LutSiteCD=9),,7/5/2023,-118.30555,34.01386,POINT (-118.30555 34.01386)
5501002036,15-122538,PATH METRO VILLAS PHASE 2 (SITE 2),In-Service,NEW CONSTRUCTION,"333 N WESTMORELAND AVE  LOS ANGELES, CA 90004",13,2,SILVERLAKE,0,122,SPECIAL NEEDS,Yes,0,12/13/2017,"7,713,721","48,351,139",0,"56,064,860",2020,PATH Ventures,JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/15-122538/Photo/Website%20Site2/PATH%20II%20Metro%20Villas.jpg),302,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122538&LutSiteCD=2),"C-130582,C-130583",7/5/2023,-118.28811,34.07753,POINT (-118.28811 34.07753)
5141010004,20273,TIDES SENIORS APARTMENTS,In-Service,NEW CONSTRUCTION,"623 S RAMPART BLVD  Los Angeles, CA 90057",1,1,WESTLAKE,36,36,SENIORS,No,0,10/22/2002,"621,614","4,867,990",0,"5,489,604",2005,"LOS ANGELES HOUSING PARTNERSHIP,",FPI MANAGEMENT,(714) 641-5110,"click here (http://hcidapp.lacity.org/mpphotos/020273/Photo/Website/CD%201%20-%20Tides,%20The.JPG)",5,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020273&LutSiteCD=1),C-103959,7/5/2023,-118.2821,34.06154,POINT (-118.2821 34.06154)
4259020900,18-124727,MISSOURI PLACE APARTMENTS (FKA MISSOURI & BUNDY),In-Service,NEW CONSTRUCTION,"11950 W MISSOURI AVE  Los Angeles, CA 90025",11,1,WEST LOS ANGELES,74,74,SPECIAL NEEDS,Yes,44,10/22/2019,"11,520,000","18,908,803","14,036,602","44,465,405",2022,Thomas Safran & Associates Development Inc.,THOMAS SAFRAN & ASSOCIATES INC.,(310) 820-4888,click here (http://hcidapp.lacity.org/mpphotos/18-124727/Photo/Website/Missouri.JPG),470,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124727&LutSiteCD=1),C-134259,7/5/2023,-118.45682,34.03517,POINT (-118.45682 34.03517)
5547006014,15-122495,HCHC RECAP I (SITE 3),In-Service,ACQUISITION + REHAB,"6501 W YUCCA ST  HOLLYWOOD, CA 90028",13,3,HOLLYWOOD,23,68,FAMILY,Yes,3,12/29/2015,0,"7,026,512","1,126,600","8,153,112",2017,"HOLLYWOOD COMMUNITY HOUSING CORP.,",BARKER MANAGEMENT INC.,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),57,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122495&LutSiteCD=3),"C-126917,C-130859,C-89399-1",7/5/2023,-118.33134,34.10413,POINT (-118.33134 34.10413)
